price,floor,floors_count,rooms_count,total_m2,price_per_m2,year_of_construction,living_m2,kitchen_m2,district,underground,city
8632349,2,17,1,32.6,264795,2025,12.0,10.0,люблино,перерва,москва
10700000,2,9,1,30.0,356666,2012,18.0,6.0,левобережный,беломорская,москва
10975393,23,33,1,34.26,320355,2024,13.0,10.0,нижегородский,нижегородская,москва
7200000,8,14,1,17.0,423529,1972,14.0,3.0,сокол,сокол,москва
11741797,2,48,3,202.0,58127,2026,11.0,14.677022274325909,покровское-стрешнево,трикотажная,москва
4850000,5,6,1,14.0,346428,2021,11.0,3.0,марфино,окружная,москва
16013043,15,21,1,42.2,379455,2024,13.0,20.0,очаково-матвеевское,аминьевская,москва
7450000,8,14,1,18.6,400537,1964,15.0,3.0,сокол,сокол,москва
14061170,15,34,1,34.36,409230,2024,10.0,16.0,очаково-матвеевское,аминьевская,москва
15800000,11,12,1,35.5,445070,2016,20.0,10.0,тверской,маяковская,москва
14805879,9,21,1,36.67,403759,2024,10.0,15.0,очаково-матвеевское,аминьевская,москва
6876000,7,9,1,19.5,352615,1972,15.0,3.0,аэропорт,красный балтиец,москва
8979400,7,28,1,27.8,323000,2024,45.85868263473054,7.0,отрадное,отрадное,москва
25000000,19,50,1,48.4,516528,2020,20.0,10.0,раменки,unspecified,москва
9671400,7,33,1,32.4,298500,2024,12.0,10.0,метрогородок,бульвар рокоссовского,москва
41670000,3,5,1,46.3,900000,2012,32.0,14.677022274325909,замоскворечье,новокузнецкая,москва
13239773,5,30,1,37.0,357831,2024,9.0,19.0,южнопортовый,угрешская,москва
7900000,4,9,1,31.0,254838,2001,45.85868263473054,14.677022274325909,южное бутово,бунинская аллея,москва
14643865,8,21,1,35.92,407679,2024,11.0,17.0,очаково-матвеевское,аминьевская,москва
9900000,8,16,1,35.1,282051,1980,19.0,11.0,ясенево,ясенево,москва
8569159,2,32,1,32.1,266951,2025,9.0,16.0,митино,пятницкое шоссе,москва
9300000,8,9,1,32.0,290625,1966,20.0,6.0,левобережный,беломорская,москва
10705930,23,33,1,34.1,313956,2024,10.0,17.0,царицыно,кантемировская,москва
11490000,2,5,1,31.0,370645,1960,18.0,6.0,басманный,курская,москва
19552500,26,52,1,47.4,412500,2024,18.0,14.677022274325909,свиблово,свиблово,москва
8950000,8,16,1,34.7,257925,1975,19.0,10.0,ярославский,вднх,москва
12032167,25,33,1,37.1,324317,2024,11.0,18.0,рязанский,окская,москва
14700000,9,16,1,40.0,367500,1980,19.0,8.0,строгино,строгино,москва
12558226,18,32,1,43.1,291374,2025,45.85868263473054,14.677022274325909,рязанский,стахановская,москва
6353000,7,22,1,18.0,352944,1980,13.0,4.0,тропарево-никулино,юго-западная,москва
9334700,9,14,1,32.3,289000,2025,9.0,14.0,unspecified,саларьево,москва
4490000,10,13,1,12.1,371074,2012,45.85868263473054,14.677022274325909,даниловский,зил,москва
15192833,2,22,1,32.1,473296,2025,45.85868263473054,14.677022274325909,марьина роща,савёловская,москва
27350000,3,20,1,41.5,659036,2021,16.0,13.0,пресненский,деловой центр,москва
6246028,2,15,3,202.0,30920,2025,14.0,4.0,unspecified,солнцево,москва
6830000,7,22,1,20.5,333170,1980,16.0,3.0,тропарево-никулино,юго-западная,москва
6941490,1,15,3,202.0,34363,2025,13.0,6.0,unspecified,солнцево,москва
13000000,4,17,1,44.7,290827,2020,21.0,10.0,кузьминки,кузьминки,москва
6974056,5,9,1,32.23,216383,2025,12.0,10.0,unspecified,филатов луг,москва
